Assignment,Organization Name
8cf8c5,Intel Corporate
78047a,Edge Networks LLC
c47d9f,"Samsung Electronics Co.,Ltd"
384b24,SIEMENS AG
f0ae66,"Cosonic Intelligent Technologies Co., Ltd."
3ca916,"Huawei Device Co., Ltd."
208097,Shenzhen OXO Technology limited
7c1689,Sagemcom Broadband SAS
1c4586,"Nintendo Co.,Ltd"
185b00,Nokia
6cc49f,"Aruba, a Hewlett Packard Enterprise Company"
589b4a,DWnet Technologies(Suzhou) Corporation
5c83cd,New platforms
507c6f,Intel Corporate
7ca62a,Hewlett Packard Enterprise
a06c65,Texas Instruments
448502,"Shenzhen SuperElectron Technology Co.,Ltd."
f4a454,IEEE Registration Authority
806a00,"Cisco Systems, Inc"
10e8a7,Wistron Neweb Corporation
70c6dd,"New H3C Technologies Co., Ltd"
3c9ec7,SKY UK LIMITED
8415d3,"HUAWEI TECHNOLOGIES CO.,LTD"
d49400,"HUAWEI TECHNOLOGIES CO.,LTD"
ec50aa,"Aruba, a Hewlett Packard Enterprise Company"
a4ef15,AltoBeam (China) Inc.
58fcc6,TOZO INC
c41c07,"Samsung Electronics Co.,Ltd"
4011c3,"Samsung Electronics Co.,Ltd"
282a87,ITEL MOBILE LIMITED
a8b57c,"Roku, Inc"
2426ba,"Shenzhen Toptel Technology Co., Ltd."
546ceb,Intel Corporate
9337,Intel Corporate
10a51d,Intel Corporate
8.8e+91,Intel Corporate
d8b053,Xiaomi Communications Co Ltd
6cf784,Xiaomi Communications Co Ltd
58ce2a,Intel Corporate
7890a2,zte corporation
f4573e,"Fiberhome Telecommunication Technologies Co.,LTD"
a861df,"China Mobile Group Device Co.,Ltd."
305a99,"Sichuan Tianyi Comheart Telecom Co.,LTD"
604de1,"HUAWEI TECHNOLOGIES CO.,LTD"
704e6b,"HUAWEI TECHNOLOGIES CO.,LTD"
603d29,"HUAWEI TECHNOLOGIES CO.,LTD"
54c480,"HUAWEI TECHNOLOGIES CO.,LTD"
d866ee,"BOXIN COMMUNICATION CO.,LTD."
b812da, LVSWITCHES INC.
a0d7f3,"Samsung Electronics Co.,Ltd"
acbcd9,"Cisco Systems, Inc"
042b58,"Shenzhen Hanzsung Technology Co.,Ltd"
98dd60,"Apple, Inc."
c04442,"Apple, Inc."
d468aa,"Apple, Inc."
f8c3cc,"Apple, Inc."
b8208e,"Panasonic Connect Co., Ltd."
847b57,Intel Corporate
64cbe9,LG Innotek
b43d08,GX International BV
7089f5,"Dongguan Lingjie IOT Co., LTD"
9431cb,"vivo Mobile Communication Co., Ltd."
f06c73,Nokia
9c756e,Ajax Systems DMCC
e8f9d4,"HUAWEI TECHNOLOGIES CO.,LTD"
b0c787,"HUAWEI TECHNOLOGIES CO.,LTD"
0c4f9b,"HUAWEI TECHNOLOGIES CO.,LTD"
482fd7,"HUAWEI TECHNOLOGIES CO.,LTD"
103c59,zte corporation
d48a3b,HUNAN FN-LINK TECHNOLOGY LIMITED
4006d5,"Cisco Systems, Inc"
c4ca2b,Arista Networks
607ddd,"Shenzhen Shichuangyi Electronics Co.,Ltd"
ac5e14,"HUAWEI TECHNOLOGIES CO.,LTD"
20df73,"HUAWEI TECHNOLOGIES CO.,LTD"
48128f,"HUAWEI TECHNOLOGIES CO.,LTD"
bc2228,D-Link International
40ca63,Seongji Industry Company
7c214a,Intel Corporate
508492,Intel Corporate
9880bb,IEEE Registration Authority
24d81e,"MirWifi,Joint-Stock Company"
90380c,Espressif Inc.
40b0a1,"VALCOM CO.,LTD."
78444a,"Shenzhen Aiwinn information Technology Co., Ltd."
d0f121,"Xi'an LINKSCI Technology Co., Ltd"
6cddef,EPCOMM Inc.
d03f27,Wyze Labs Inc
50297b,"China Mobile Group Device Co.,Ltd."
3003c8,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
e4293d,"Shenzhen Sy-Fiber Optical Communication Technology.Co.,Ltd"
9c5636,"Huawei Device Co., Ltd."
947f1d,"Shenzhen Fastrain Technology Co., Ltd."
10b7a8,CableFree Networks Limited
089bf1,eero inc.
ec1c5d,Siemens AG
187a3b,"Aruba, a Hewlett Packard Enterprise Company"
70b9bb,"Shenzhen Hankvision Technology CO.,LTD"
b4205b,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
70b64f,"Guangzhou V-SOLUTION Electronic Technology Co., Ltd."
b89470,Calix Inc.
a4c69a,"Samsung Electronics Co.,Ltd"
8cb87e,Intel Corporate
701ab8,Intel Corporate
5cdf89,Ruckus Wireless
d0f520,KYOCERA Corporation 
b88c29,"GD Midea Air-Conditioning Equipment Co.,Ltd."
5444a3,"Samsung Electronics Co.,Ltd"
ccbce3,"HUAWEI TECHNOLOGIES CO.,LTD"
8.9e+85,"HUAWEI TECHNOLOGIES CO.,LTD"
1082d7,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
785ee8,IEEE Registration Authority
bc6ad1,Xiaomi Communications Co Ltd
0845d1,"Cisco Systems, Inc"
8427b6,China Mobile IOT Company Limited
8c4b14,Espressif Inc.
088edc,"Apple, Inc."
1.8e+216,Nokia
a84a28,"Apple, Inc."
d8be1f,"Apple, Inc."
98502e,"Apple, Inc."
580ad4,"Apple, Inc."
a477f3,"Apple, Inc."
9c40cd,Synclayer Inc.
d88083,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
fc4265,"Zhejiang Tmall Technology Co., Ltd."
187758,Audoo Limited (UK)
44d454,Sagemcom Broadband SAS
6887c6,"Cisco Systems, Inc"
80248f,"Cisco Systems, Inc"
807eb4,"Shenzhen SuperElectron Technology Co.,Ltd."
2cb8ed,SonicWall
500a52,Huiwan Technologies Co. Ltd
d49390,CLEVO CO.
bc062d,"Wacom Co.,Ltd."
bcd7a5,"Aruba, a Hewlett Packard Enterprise Company"
44a92c,IEEE Registration Authority
54a9d4,Minibar Systems
62,BULL HN INFORMATION SYSTEMS
c8c9a3,Espressif Inc.
e43bc9,"HISENSE VISUAL TECHNOLOGY CO.,LTD"
50e7a0,Renesas Electronics (Penang) Sdn. Bhd.
90e868,AzureWave Technology Inc.
4c50f1,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
b4e454,Amazon Technologies Inc.
0c43f9,Amazon Technologies Inc.
d494fb,Continental Automotive Systems Inc.
3c93f4,"HUAWEI TECHNOLOGIES CO.,LTD"
6433b5,IEEE Registration Authority
504b9e,"Huawei Device Co., Ltd."
047aae,"Huawei Device Co., Ltd."
e89526,"Luxshare Precision Industry CO., LTD."
104121,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO 
409ca6,Curvalux
50411c,"AMPAK Technology,Inc."
f42679,Intel Corporate
b03795,LG Electronics
a4ff95,Nokia
78d3ed,NORMA
8c1ed9,"Beijing Unigroup Tsingteng Microsystem Co., LTD."
d47350,"DBG Commnunications Technology  Co., Ltd."
70da17,Austrian Audio GmbH
3c7af0,ITEL MOBILE LIMITED
48f3f3,"Baidu Online Network Technology (Beijing) Co., Ltd"
cc896c,GN Hearing A/S
34b472,Espressif Inc.
f80c58,Taicang T&W Electronics
3861a5,Grabango Co
081c6e,Xiaomi Communications Co Ltd
508140,HP Inc.
606134,Genesis Technical Systems Corp
5078b0,"Huawei Device Co., Ltd."
e4072b,"Huawei Device Co., Ltd."
24500000,"HUAWEI TECHNOLOGIES CO.,LTD"
84ac16,"Apple, Inc."
2cbc87,"Apple, Inc."
68f0d0,SkyBell Technologies Inc.
fca89b,Texas Instruments
98f07b,Texas Instruments
38453b,Ruckus Wireless
7806c9,"Huawei Device Co., Ltd."
e8a6ca,"Huawei Device Co., Ltd."
ccfa66,"Huawei Device Co., Ltd."
68966a,OHSUNG
9020000000000000000,"LCFC(HeFei) Electronics Technology co., ltd"
fc58df,Interphone Service
981082,"Nsolution Co., Ltd."
38a659,Sagemcom Broadband SAS
6450d6,Liquidtool Systems
f44637,Intel Corporate
0c718c,TCT mobile ltd
24085d,Continental Aftermarket & Services GmbH
34243e,zte corporation
98ed7e,eero inc.
34fe9e,Fujitsu Limited
a848fa,Espressif Inc.
505d7a,zte corporation
e4dc5f,"Cofractal, Inc."
4cab4f,"Apple, Inc."
9c583c,"Apple, Inc."
c41234,"Apple, Inc."
3ca6f6,"Apple, Inc."
681bef,"HUAWEI TECHNOLOGIES CO.,LTD"
781305,IEEE Registration Authority
2c4881,"vivo Mobile Communication Co., Ltd."
6026ef,"Aruba, a Hewlett Packard Enterprise Company"
e40cfd,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
58d697,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
5437bb,Taicang T&W Electronics
60f8f2,Synaptec
ac74b1,Intel Corporate
f46077,Texas Instruments
f463e7,"Nanjing Maxon O.E. Tech. Co., LTD"
88aedd,"EliteGroup Computer Systems Co., LTD"
c03c04,Sagemcom Broadband SAS
a4d73c,Seiko Epson Corporation
808,"PPT Vision, Inc."
f88ea1,Edgecore Networks Corporation
a0e70b,Intel Corporate
04eeee,"Laplace System Co., Ltd."
901,Shenzhen Shixuntong Information & Technoligy Co
6c108b,WeLink Communications
7c8530,Nokia
24a799,"Huawei Device Co., Ltd."
7c3e74,"Huawei Device Co., Ltd."
4c7167,PoLabs d.o.o.
48e7da,AzureWave Technology Inc.
47153,SERNET (SUZHOU) TECHNOLOGIES CORPORATION
30a176,"Fiberhome Telecommunication Technologies Co.,LTD"
148919,2bps
58fd5d,"Hangzhou Xinyun technology Co., Ltd."
a45590,Xiaomi Communications Co Ltd
1c3cd4,"HUAWEI TECHNOLOGIES CO.,LTD"
f4e451,"HUAWEI TECHNOLOGIES CO.,LTD"
482218,"Shenzhen Yipingfang Network Technology Co., Ltd."
bceca0,"COMPAL INFORMATION (KUNSHAN) CO., LTD. "
40c48c,"N-iTUS CO.,LTD."
08010f,"Sichuan Tianyi Comheart Telecom Co.,LTD"
185207,"Sichuan Tianyi Comheart Telecom Co.,LTD"
f8bae6,Nokia
dc215c,Intel Corporate
984265,Sagemcom Broadband SAS
78d9e9,MOMENTUM IOT
9c1c37,AltoBeam (China) Inc.
2c0823,Sercomm France Sarl
308e7a,"Shenzhen iComm Semiconductor CO.,LTD"
b8a377,"Cisco Systems, Inc"
e44e2d,"Cisco Systems, Inc"
c42360,Intel Corporate
103d1c,Intel Corporate
e0c63c,"Sichuan Tianyi Comheart Telecom Co.,LTD"
c0cc42,"Sichuan Tianyi Comheart Telecom Co.,LTD"
3887d5,Intel Corporate
1cd107,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
806559,EM Microelectronic
d047c1,Elma Electronic AG
c87b23,Bose Corporation
34ab95,Espressif Inc.
c491cf,Luxul 
d89ac1,Nokia
00047d,Motorola Solutions Inc.
8c19b5,Arcadyan Corporation
f84cda,"HUAWEI TECHNOLOGIES CO.,LTD"
a4d795,"Wingtech Mobile Communications Co.,Ltd"
84ab26,Tiinlab Corporation
f0b11d,Nokia
7cd9f4,"UAB ""Teltonika Telematics"""
f89753,"Huawei Device Co., Ltd."
5894ae,"Huawei Device Co., Ltd."
b03ace,"Huawei Device Co., Ltd."
58356b,TECNO MOBILE LIMITED
fc4ea4,"Apple, Inc."
f4beec,"Apple, Inc."
54e61b,"Apple, Inc."
a8934a,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
a4056e,Tiinlab Corporation
bcff4d,Espressif Inc.
fc13f0,"Bouffalo Lab (Nanjing) Co., Ltd."
fc9c98,Arlo Technology
1c6ee6,NHNETWORKS
08f606,zte corporation
64644a,"Beijing Xiaomi Mobile Software Co., Ltd"
e89e0c,MAX8USA DISTRIBUTORS INC.
64808b,"VG Controls, Inc."
b4608c,"Fiberhome Telecommunication Technologies Co.,LTD"
4044fd,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
8c2a8e,DongGuan Ramaxel Memory Technology
80071b,"VSOLUTION TELECOMMUNICATION TECHNOLOGY CO.,LTD."
b814db,OHSUNG
1cd1e0,"Cisco Systems, Inc"
e8fd35,"Huawei Device Co., Ltd."
ecc5d2,"Huawei Device Co., Ltd."
24456b,"Huawei Device Co., Ltd."
483871,"Huawei Device Co., Ltd."
44bdde,BHTC GmbH
a439b6,SHENZHEN PEIZHE MICROELECTRONICS CO .LTD
0004ad,Malibu Networks
cc68b6,TP-Link Corporation Limited
14dd9c,"vivo Mobile Communication Co., Ltd."
c45bbe,Espressif Inc.
2618,ASUSTek COMPUTER INC.
a070b7,"HUAWEI TECHNOLOGIES CO.,LTD"
78b554,"Huawei Device Co., Ltd."
689e6a,"Huawei Device Co., Ltd."
282b96,"Huawei Device Co., Ltd."
cc3331,Texas Instruments
20896f,"Fiberhome Telecommunication Technologies Co.,LTD"
f4fbb8,"HUAWEI TECHNOLOGIES CO.,LTD"
646ee0,Intel Corporate
45600000,Intel Corporate
884604,Xiaomi Communications Co Ltd
841ea3,Sagemcom Broadband SAS
84267a,"GUANGDONG TAIDE ZHILIAN TECHNOLOGY CO.,LTD"
6c4760,"Sunitec Enterprise Co.,Ltd"
183219,EM Microelectronic
84d608,"Wingtech Mobile Communications Co., Ltd."
346893,Tecnovideo Srl
28d3ea,"Huawei Device Co., Ltd."
9023b4,"New H3C Technologies Co., Ltd"
882a5e,"New H3C Technologies Co., Ltd"
246968,"TP-LINK TECHNOLOGIES CO.,LTD."
fca9dc,Renesas Electronics (Penang) Sdn. Bhd.
fc584a,"xiamenshi c-chip technology co., ltd"
f40223,PAX Computer Technology(Shenzhen) Ltd.
6479f0,Intel Corporate
81086,"NEC Platforms, Ltd."
a8f266,"Huawei Device Co., Ltd."
cc9c3e,Cisco Meraki
d8ec5e,Belkin International Inc.
48300000,AO 
78653b,"Shaoxing Ourten Electronics Co., Ltd."
e0e656,Nethesis  srl
3c7aaa,China Dragon Technology Limited
84fd27,Silicon Laboratories
0020c1,"SAXA, Inc."
5c56a4,Wanan Hongsheng Electronic Co.Ltd
3c9bc6,"Huawei Device Co., Ltd."
0036be,Northwest Towers
7c5079,Intel Corporate
8038fb,Intel Corporate
642656,"Shenzhen Fanweitai Technology Service Co.,Ltd"
ac8247,Intel Corporate
f0258e,"HUAWEI TECHNOLOGIES CO.,LTD"
9c746f,"HUAWEI TECHNOLOGIES CO.,LTD"
e06c4e,Shenzhen TINNO Mobile Technology Corp.
50558d,China Mobile IOT Company Limited
281b04,Zalliant LLC
7c5259,"Sichuan Jiuzhou Electronic Technology Co., Ltd."
4cf202,Xiaomi Communications Co Ltd
a877e5,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD"
a45e5a,ACTIVIO Inc.
749ac0,"Cachengo, Inc."
34587c,"MIRAE INFORMATION TECHNOLOGY CO., LTD."
08b4b1,"Google, Inc."
10a4da,"HUAWEI TECHNOLOGIES CO.,LTD"
382028,"HUAWEI TECHNOLOGIES CO.,LTD"
e47727,"HUAWEI TECHNOLOGIES CO.,LTD"
540910,"Apple, Inc."
9cfc28,"Apple, Inc."
b485e1,"Apple, Inc."
0c19f8,"Apple, Inc."
501fc6,"Apple, Inc."
cc69fa,"Apple, Inc."
10cee9,"Apple, Inc."
105107,Intel Corporate
ac74c4,Maytronics Ltd.
f4b301,Intel Corporate
e8d2ff,Sagemcom Broadband SAS
0c96cd,MERCURY CORPORATION
a03b01,Kyung In Electronics
18188b,FCNT LMITED
1.45e+71,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
34f716,"TP-LINK TECHNOLOGIES CO.,LTD."
e8a0cd,"Nintendo Co.,Ltd"
9c823f,"Huawei Device Co., Ltd."
54f607,"Huawei Device Co., Ltd."
5cde34,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
a0a3f0,D-Link International
102fa3,Shenzhen Uvision-tech Technology Co.Ltd
04495d,"Huawei Device Co., Ltd."
f0fee7,"Huawei Device Co., Ltd."
54211d,"Huawei Device Co., Ltd."
143fa6,Sony Home Entertainment&Sound Products Inc
44d453,Sagemcom Broadband SAS
dccd74,"Japan E.M.Solutions Co., Ltd."
c4e287,"HUAWEI TECHNOLOGIES CO.,LTD"
484c29,"HUAWEI TECHNOLOGIES CO.,LTD"
c4d438,"HUAWEI TECHNOLOGIES CO.,LTD"
846569,"New H3C Technologies Co., Ltd"
18ce94,"Samsung Electronics Co.,Ltd"
783716,"Samsung Electronics Co.,Ltd"
64000,"Hui Zhou Gaoshengda Technology Co.,LTD"
dca120,Nokia
50523b,Nokia
045fb9,"Cisco Systems, Inc"
58b0fe,Team EPS GmbH
90c792,"ARRIS Group, Inc."
5c6f69,Broadcom Limited
d012cb,AVM Audiovisuelles Marketing und Computersysteme GmbH
78cf2f,"HUAWEI TECHNOLOGIES CO.,LTD"
20ff36,"IFLYTEK CO.,LTD."
2406aa,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
24649f,"Huawei Device Co., Ltd."
0c1773,"Huawei Device Co., Ltd."
e81e92,"Huawei Device Co., Ltd."
8.88e+70,"Huawei Device Co., Ltd."
807484,ALL Winner (Hong Kong) Limited
8cae49,IEEE Registration Authority
748b29,Micobiomed
e8f408,Intel Corporate
a83b5c,"HUAWEI TECHNOLOGIES CO.,LTD"
a8cc6f,HMD Global Oy
88238c,"Fiberhome Telecommunication Technologies Co.,LTD"
843095,"Hon Hai Precision IND.CO.,LTD"
008a55,"Huawei Device Co., Ltd."
64a28a,"Huawei Device Co., Ltd."
ac471b,"Huawei Device Co., Ltd."
3192,TP-Link Corporation Limited
a4ccb9,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
6cb881,zte corporation
989ab9,zte corporation
0865f0,"JM Zengge Co., Ltd"
14ab02,"HUAWEI TECHNOLOGIES CO.,LTD"
3c6105,Espressif Inc.
607ea4,Shanghai Imilab Technology Co.Ltd
85531,Routerboard.com
bc5bd5,"ARRIS Group, Inc."
241145,Xiaomi Communications Co Ltd
b04530,SKY UK LIMITED
6ca0b4,SKY UK LIMITED
ec0de4,Amazon Technologies Inc.
4c20b8,"Apple, Inc."
1490000000,"Apple, Inc."
b456e3,"Apple, Inc."
8c55bb,"Songwoo Information & Technology Co., Ltd"
7c8fde,DWnet Technologies(Suzhou) Corporation
5895d8,IEEE Registration Authority
7895eb,ITEL MOBILE LIMITED
b0bbe5,Sagemcom Broadband SAS
1c9f4e,COOSEA GROUP (HK) COMPANY LIMITED
a468bc,Oakley Inc.
b0c53c,"Cisco Systems, Inc"
ecce13,"Cisco Systems, Inc"
c418e9,"Samsung Electronics Co.,Ltd"
00042b,"IT Access Co., Ltd."
d44f67,"HUAWEI TECHNOLOGIES CO.,LTD"
b4ff98,"HUAWEI TECHNOLOGIES CO.,LTD"
838000000,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd."
e8c2dd,Infinix mobility limited
847127,Silicon Laboratories
98f181,"New H3C Technologies Co., Ltd"
8cfdde,Sagemcom Broadband SAS
48d890,FN-LINK TECHNOLOGY LIMITED
781f11,RAB Lighting
107100,"Huawei Device Co., Ltd."
1ce57f,"Samsung Electronics Co.,Ltd"
40a9cf,Amazon Technologies Inc.
90808f,"Huawei Device Co., Ltd."
c41c9c,JiQiDao
f8b95a,LG Innotek
8850f6,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd"
0405dd,"Shenzhen Cultraview Digital Technology Co., Ltd"
3897a4,"ELECOM CO.,LTD."
e433ae,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
00c035,QUINTAR COMPANY
f80dac,HP Inc.
f0f7e7,"HUAWEI TECHNOLOGIES CO.,LTD"
849dc2,"Shanghai MXCHIP Information Technology Co., Ltd."
184516,Texas Instruments
d02eab,Texas Instruments
387a3c,"Fiberhome Telecommunication Technologies Co.,LTD"
8cce4e,Espressif Inc.
b82d28,"AMPAK Technology,Inc."
dce994,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
e44791,"Iris ID Systems, Inc."
f013c1,"Hannto Technology Co., Ltd"
8454df,"Huawei Device Co., Ltd."
40b5c1,"Cisco Systems, Inc"
e884a5,Intel Corporate
80f1f1,"Tech4home, Lda"
b85f98,Amazon Technologies Inc.
d8f883,Intel Corporate
b436d1,Renesas Electronics (Penang) Sdn. Bhd.
204441,Remote Solution
fc4482,Intel Corporate
a085fc,Microsoft Corporation
1c501e,"Sunplus Technology Co., Ltd."
409505,"ACOINFO TECHNOLOGY CO.,LTD"
5cd89e,"Huawei Device Co., Ltd."
101965,"New H3C Technologies Co., Ltd"
94ff61,"China Mobile Group Device Co.,Ltd."
14a9d0,"F5 Networks, Inc."
000a49,"F5 Networks, Inc."
0094a1,"F5 Networks, Inc."
fc66cf,"Apple, Inc."
ac1d06,"Apple, Inc."
44a8fc,"Apple, Inc."
f81093,"Apple, Inc."
6151,"HUAWEI TECHNOLOGIES CO.,LTD"
bc76c5,"HUAWEI TECHNOLOGIES CO.,LTD"
dc774c,"Cisco Systems, Inc"
a4134e,Luxul 
5c0272,Silicon Laboratories
430,Netgem
f4e578,"LLC Proizvodstvennaya Kompania ""TransService"""
0854bb,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD"
60eb5a,"Asterfusion Data Technologies Co.,Ltd"
b4c26a,Garmin International
b88035,Shenzhen Qihu Intelligent Technology Company Limited
9012a1,We Corporation Inc.
64b623,Schrack Seconet Care Communication GmbH
0446cf,"Beijing Venustech Cybervision Co.,Ltd."
cc874a,Nokia
a45129,XAG
e81b69,Sercomm Corporation.
6852d6,"UGame Technology Co.,Ltd"
fc1999,Xiaomi Communications Co Ltd
e89f80,Belkin International Inc.
000eff,"Megasolution,Inc."
702c09,"Nintendo Co.,Ltd"
e4d373,"HUAWEI TECHNOLOGIES CO.,LTD"
c0bc9a,"HUAWEI TECHNOLOGIES CO.,LTD"
78f8b8,Rako Controls Ltd
b8dd71,zte corporation
6ce5f7,"New H3C Technologies Co., Ltd"
3cb15b,Avaya Inc
5870000000,infomark
08fbea,"AMPAK Technology,Inc."
3c9c0f,Intel Corporate
5c443e,Skullcandy
f88200,CaptionCall
0050f1,"Maxlinear, Inc"
241ae6,"Huawei Device Co., Ltd."
1c5d80,"Mitubishi Hitachi Power Systems Industries Co., Ltd."
801605,Vodafone Italia S.p.A.
74f7f6,"Shanghai Sunmi Technology Co.,Ltd."
895,DIRC Technologie GmbH & Co.KG
00269e,Quanta Computer Inc.
c45444,Quanta Computer Inc.
a802db,zte corporation
b42330,Itron Inc
001b24,Quanta Computer Inc.
00c09f,Quanta Computer Inc.
c80aa9,Quanta Computer Inc.
60eb69,Quanta Computer Inc.
00927d,"Ficosa Internationa(Taicang) C0.,Ltd."
441622,Microsoft Corporation
44562,ANDRA Sp. z o. o.
94aef0,"Cisco Systems, Inc"
dcd9ae,"Nokia Shanghai Bell Co., Ltd."
c4366c,LG Innotek
1c08c1,LG Innotek
a022de,"vivo Mobile Communication Co., Ltd."
fc73fb,"HUAWEI TECHNOLOGIES CO.,LTD"
44e6b0,China Mobile IOT Company Limited
747a90,"Murata Manufacturing Co., Ltd."
14007d,zte corporation
60b76e,"Google, Inc."
24e9ca,"Huawei Device Co., Ltd."
58b623,"Beijing Xiaomi Mobile Software Co., Ltd"
703aa6,"New H3C Technologies Co., Ltd"
8ccefd,"Shenzhen zhouhai technology co.,LTD"
50fb19,CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.
9408c7,"Huawei Device Co., Ltd."
c8ca63,"Huawei Device Co., Ltd."
903fea,"HUAWEI TECHNOLOGIES CO.,LTD"
20ab48,"HUAWEI TECHNOLOGIES CO.,LTD"
ccd73c,"HUAWEI TECHNOLOGIES CO.,LTD"
9437f7,"Huawei Device Co., Ltd."
d0c637,Intel Corporate
d49234,NEC Corporation
386893,Intel Corporate
6cdea9,Cisco Meraki
a8469d,Cisco Meraki
e00ee4,DWnet Technologies(Suzhou) Corporation
58fdb1,LG Electronics
bca993,Cambium Networks Limited
a497b1,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
d440d0,"OCOSMOS Co., LTD"
94e70b,Intel Corporate
046c59,Intel Corporate
98b8bc,"Samsung Electronics Co.,Ltd"
1840000000000000000,"Samsung Electronics Co.,Ltd"
c03d03,"Samsung Electronics Co.,Ltd"
10746f,MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.
105ddc,"Huawei Device Co., Ltd."
dc7385,"Huawei Device Co., Ltd."
5455d5,"Huawei Device Co., Ltd."
184593,Taicang T&W Electronics
f86c03,"Shenzhen Teleone Technology Co., Ltd"
d4abcd,"Hui Zhou Gaoshengda Technology Co.,LTD"
34eae7,"Shanghai High-Flying Electronics  Technology Co., Ltd"
a0caa5,"INTELLIGENCE TECHNOLOGY OF CEC CO., LTD"
e8854b,"Apple, Inc."
28ec95,"Apple, Inc."
e02b96,"Apple, Inc."
cc9eca,HMD Global Oy
3c306f,"HUAWEI TECHNOLOGIES CO.,LTD"
80e1bf,"HUAWEI TECHNOLOGIES CO.,LTD"
482cd0,"HUAWEI TECHNOLOGIES CO.,LTD"
c88be8,Masimo Corporation
08aa55,"Motorola Mobility LLC, a Lenovo Company"
709f2d,zte corporation
5c0ffb,Amino Communications Ltd
3cf652,zte corporation
e82a44,Liteon Technology Corporation
48e1e9,"Chengdu Meross Technology Co., Ltd."
08b055,ASKEY COMPUTER CORP
a0de0f,"Huawei Device Co., Ltd."
f487c5,"Huawei Device Co., Ltd."
7458f3,Amazon Technologies Inc.
70039f,Espressif Inc.
a80577,"Netlist, Inc."
404028,ZIV
f041c6,"Heat Tech Company, Ltd."
e43a65,MofiNetwork Inc
54219d,"Samsung Electronics Co.,Ltd"
c49886,Qorvo International Pte. Ltd.
d8714d,Texas Instruments
0cec80,Texas Instruments
882b94,"MADOKA SYSTEM Co.,Ltd."
7cef61,STR Elektronik Josef Schlechtinger GmbH
400589,"T-Mobile, USA"
2462ce,"Aruba, a Hewlett Packard Enterprise Company"
64a965,"Linkflow Co., Ltd."
6.8e+210,"HUAWEI TECHNOLOGIES CO.,LTD"
f4308b,Xiaomi Communications Co Ltd
dc6b12,worldcns inc.
1354,"Zcomax Technologies, Inc."
c09bf4,IEEE Registration Authority
30b237,"GD Midea Air-Conditioning Equipment Co.,Ltd."
282373,Digita
ac4a56,"Cisco Systems, Inc"
b0b5c3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
4cce2d,Danlaw Inc
bc5a56,"Cisco Systems, Inc"
bc0f9a,D-Link International
d0abd5,Intel Corporate
d4c1c8,zte corporation
88d274,zte corporation
1977,"Extreme Networks, Inc."
08ea44,"Extreme Networks, Inc."
f4eab5,"Extreme Networks, Inc."
b87cf2,"Extreme Networks, Inc."
704a0e,"AMPAK Technology,Inc."
4cb911,"Raisecom Technology CO.,LTD"
ac4b1e,Integri-Sys.Com LLC
6869ca,"Hitachi, Ltd."
b0e4d5,"Google, Inc."
0c35fe,"Fiberhome Telecommunication Technologies Co.,LTD"
8c83df,Nokia
30b9b0,"Intracom Asia Co., Ltd"
d4dacd,SKY UK LIMITED
f4b78d,"HUAWEI TECHNOLOGIES CO.,LTD"
a416e7,"HUAWEI TECHNOLOGIES CO.,LTD"
b40931,"HUAWEI TECHNOLOGIES CO.,LTD"
94e7ea,"HUAWEI TECHNOLOGIES CO.,LTD"
94e4ba,"Huawei Device Co., Ltd."
347146,"Huawei Device Co., Ltd."
2cc546,"Huawei Device Co., Ltd."
0c839a,"Huawei Device Co., Ltd."
e0e0fc,"Huawei Device Co., Ltd."
88c397,"Beijing Xiaomi Mobile Software Co., Ltd"
f0f6c1,"Sonos, Inc."
90ec77,silicom
e0d4e8,Intel Corporate
305075,GN Audio A/S
d45eec,"Beijing Xiaomi Electronics Co., Ltd."
